PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
Chris Carson,RB,SEA,CIN,-110,44.00,-9.50,26.75,6600,15.2,2.3,16.99
Saquon Barkley,RB,NYG,@DAL,-115,45.50,7.50,19.00,9200,21.3,2.3,16.27
Mike Evans,WR,TB,SF,-110,51.00,-1.00,26.00,7900,16.0,2.0,14.74
Dalvin Cook,RB,MIN,ATL,-110,47.50,-4.00,25.75,7400,16.7,2.3,14.41
Adam Thielen,WR,MIN,ATL,-110,47.50,-4.00,25.75,7400,14.7,2.0,14.12
Odell Beckham,WR,CLE,TEN,-110,45.50,-5.50,25.50,8200,15.7,1.9,13.08
Christian McCaffrey,RB,CAR,LAR,-110,50.00,1.50,24.25,8900,18.9,2.1,12.94
Julio Jones,WR,ATL,@MIN,-110,47.50,4.00,21.75,8500,15.9,1.9,12.58
Leonard Fournette,RB,JAX,KC,100,51.50,3.00,24.25,7200,15.5,2.2,12.27
Amari Cooper,WR,DAL,NYG,-105,45.50,-7.50,26.50,7500,14.1,1.9,12.02
Nick Chubb,RB,CLE,TEN,-110,45.50,-5.50,25.50,7400,17.4,2.3,11.65
Stefon Diggs,WR,MIN,ATL,-110,47.50,-4.00,25.75,7200,13.5,1.9,11.64
Patrick Mahomes,QB,KC,@JAX,-120,51.50,-3.00,27.25,8700,24.3,2.8,11.51
Tyreek Hill,WR,KC,@JAX,-120,51.50,-3.00,27.25,7600,15.4,2.0,10.06
Jameis Winston,QB,TB,SF,-110,51.00,-1.00,26.00,7500,21.4,2.9,9.68
Keenan Allen,WR,LAC,IND,-110,44.50,-6.50,25.50,7700,13.8,1.8,9.28
Joe Mixon,RB,CIN,@SEA,-110,44.00,9.50,17.25,7800,14.9,1.9,9.23
Tyler Lockett,WR,SEA,CIN,-110,44.00,-9.50,26.75,6800,11.2,1.7,8.99
Todd Gurley,RB,LAR,@CAR,-110,50.00,-1.50,25.75,7600,16.0,2.1,8.69
Brandin Cooks,WR,LAR,@CAR,-110,50.00,-1.50,25.75,7000,13.0,1.9,8.24
Baker Mayfield,QB,CLE,TEN,-110,45.50,-5.50,25.50,7900,21.5,2.7,8.23
Tyler Boyd,WR,CIN,@SEA,-110,44.00,9.50,17.25,6900,11.8,1.7,8.20
Derrick Henry,RB,TEN,@CLE,-110,45.50,5.50,20.00,6800,12.6,1.9,8.07
Tevin Coleman,RB,SF,@TB,-110,51.00,1.00,25.00,6300,12.2,1.9,8.04
Carson Wentz,QB,PHI,WAS,-110,45.00,-10.00,27.50,7600,20.3,2.7,8.03
Robert Woods,WR,LAR,@CAR,-110,50.00,-1.50,25.75,7000,12.8,1.8,7.90
Austin Ekeler,RB,LAC,IND,-110,44.50,-6.50,25.50,6400,14.3,2.2,7.87
Ezekiel Elliott,RB,DAL,NYG,-105,45.50,-7.50,26.50,9100,13.7,1.5,7.78
Dak Prescott,QB,DAL,NYG,-105,45.50,-7.50,26.50,7500,20.3,2.7,7.65
Chris Godwin,WR,TB,SF,-110,51.00,-1.00,26.00,6900,11.9,1.7,7.62
David Johnson,RB,ARI,DET,-105,46.50,2.50,22.00,8100,17.3,2.1,7.49
Alshon Jeffery,WR,PHI,WAS,-110,45.00,-10.00,27.50,6700,10.9,1.6,7.14
George Kittle,TE,SF,@TB,-110,51.00,1.00,25.00,7300,13.3,1.8,7.12
Kerryon Johnson,RB,DET,@ARI,-115,46.50,-2.50,24.50,7000,14.7,2.1,7.11
Kenny Golladay,WR,DET,@ARI,-115,46.50,-2.50,24.50,6900,12.6,1.8,6.95
Zach Ertz,TE,PHI,WAS,-110,45.00,-10.00,27.50,7100,12.7,1.8,6.74
Russell Wilson,QB,SEA,CIN,-110,44.00,-9.50,26.75,8200,20.4,2.5,6.72
Devonta Freeman,RB,ATL,@MIN,-110,47.50,4.00,21.75,6700,14.3,2.1,6.60
D.J. Moore,WR,CAR,LAR,-110,50.00,1.50,24.25,6200,11.3,1.8,6.60
Rashaad Penny,RB,SEA,CIN,-110,44.00,-9.50,26.75,5900,9.5,1.6,6.41
Matt Breida,RB,SF,@TB,-110,51.00,1.00,25.00,5400,10.6,2.0,6.37
Dede Westbrook,WR,JAX,KC,100,51.50,3.00,24.25,5900,10.5,1.8,6.36
Michael Gallup,WR,DAL,NYG,-105,45.50,-7.50,26.50,5600,9.9,1.8,6.30
Mike Williams,WR,LAC,IND,-110,44.50,-6.50,25.50,6400,11.3,1.8,6.28
Corey Davis,WR,TEN,@CLE,-110,45.50,5.50,20.00,6200,9.9,1.6,6.01
Travis Kelce,TE,KC,@JAX,-120,51.50,-3.00,27.25,7800,14.0,1.8,5.98
Jimmy Garoppolo,QB,SF,@TB,-110,51.00,1.00,25.00,7200,19.4,2.7,5.87
Kirk Cousins,QB,MIN,ATL,-110,47.50,-4.00,25.75,7400,19.6,2.6,5.69
Sterling Shepard,WR,NYG,@DAL,-115,45.50,7.50,19.00,6000,10.6,1.8,5.68
Damien Williams,RB,KC,@JAX,-120,51.50,-3.00,27.25,6900,14.2,2.1,5.53
DeSean Jackson,WR,PHI,WAS,-110,45.00,-10.00,27.50,5600,9.2,1.6,5.46
Jarvis Landry,WR,CLE,TEN,-110,45.50,-5.50,25.50,6300,10.6,1.7,5.45
Dante Pettis,WR,SF,@TB,-110,51.00,1.00,25.00,6500,9.4,1.5,5.42
Jared Goff,QB,LAR,@CAR,-110,50.00,-1.50,25.75,7800,20.4,2.6,5.31
T.Y. Hilton,WR,IND,@LAC,-110,44.50,6.50,19.00,7700,10.7,1.4,5.15
Cam Newton,QB,CAR,LAR,-110,50.00,1.50,24.25,7900,20.4,2.6,5.11
Curtis Samuel,WR,CAR,LAR,-110,50.00,1.50,24.25,5900,10.2,1.7,4.99
Derrius Guice,RB,WAS,@PHI,-110,45.00,10.00,17.50,5900,9.9,1.7,4.98
Le'Veon Bell,RB,NYJ,BUF,-115,40.50,-2.50,21.50,7900,16.5,2.1,4.90
O.J. Howard,TE,TB,SF,-110,51.00,-1.00,26.00,6500,10.7,1.6,4.89
Calvin Ridley,WR,ATL,@MIN,-110,47.50,4.00,21.75,6500,10.5,1.6,4.69
Nelson Agholor,WR,PHI,WAS,-110,45.00,-10.00,27.50,5000,8.3,1.7,4.66
Sammy Watkins,WR,KC,@JAX,-120,51.50,-3.00,27.25,6300,10.8,1.7,4.64
Hunter Henry,TE,LAC,IND,-110,44.50,-6.50,25.50,6100,10.5,1.7,4.63
John Ross,WR,CIN,@SEA,-110,44.00,9.50,17.25,5400,8.7,1.6,4.56
Philip Rivers,QB,LAC,IND,-110,44.50,-6.50,25.50,7500,19.0,2.5,4.53
Marquise Goodwin,WR,SF,@TB,-110,51.00,1.00,25.00,5400,8.4,1.6,4.52
Deebo Samuel,WR,SF,@TB,-110,51.00,1.00,25.00,5200,8.3,1.6,4.50
Peyton Barber,RB,TB,SF,-110,51.00,-1.00,26.00,5500,10.3,1.9,4.49
Evan Engram,TE,NYG,@DAL,-115,45.50,7.50,19.00,6400,10.3,1.6,4.42
Dion Lewis,RB,TEN,@CLE,-110,45.50,5.50,20.00,5600,8.8,1.6,4.31
Paul Richardson,WR,WAS,@PHI,-110,45.00,10.00,17.50,4900,7.8,1.6,4.28
Matt Ryan,QB,ATL,@MIN,-110,47.50,4.00,21.75,8000,19.0,2.4,4.21
Kenny Stills,WR,HOU,@NO,-115,52.50,7.00,22.75,5800,7.7,1.3,4.20
Adam Humphries,WR,TEN,@CLE,-110,45.50,5.50,20.00,5200,8.0,1.5,4.18
Will Dissly,TE,SEA,CIN,-110,44.00,-9.50,26.75,4000,7.0,1.8,4.16
Delanie Walker,TE,TEN,@CLE,-110,45.50,5.50,20.00,5400,8.4,1.6,4.08
Kyle Rudolph,TE,MIN,ATL,-110,47.50,-4.00,25.75,5100,8.3,1.6,4.00
Marvin Jones,WR,DET,@ARI,-115,46.50,-2.50,24.50,6100,9.9,1.6,3.92
Rashard Higgins,WR,CLE,TEN,-110,45.50,-5.50,25.50,4500,8.3,1.8,3.81
Jordan Howard,RB,PHI,WAS,-110,45.00,-10.00,27.50,5800,8.9,1.5,3.78
David Njoku,TE,CLE,TEN,-110,45.50,-5.50,25.50,5800,9.3,1.6,3.75
Marlon Mack,RB,IND,@LAC,-110,44.50,6.50,19.00,6900,11.2,1.6,3.71
Robby Anderson,WR,NYJ,BUF,-115,40.50,-2.50,21.50,6300,11.3,1.8,3.62
Cooper Kupp,WR,LAR,@CAR,-110,50.00,-1.50,25.75,6800,9.2,1.4,3.61
Christian Kirk,WR,ARI,DET,-105,46.50,2.50,22.00,6000,10.1,1.7,3.48
Mohamed Sanu,WR,ATL,@MIN,-110,47.50,4.00,21.75,5300,8.7,1.7,3.42
Josh Doctson,WR,MIN,ATL,-110,47.50,-4.00,25.75,5000,7.2,1.5,3.35
Mark Ingram,RB,BAL,@MIA,-110,38.50,-6.50,22.50,6600,12.9,2.0,3.34
John Brown,WR,BUF,@NYJ,-105,40.50,2.50,19.00,5500,9.0,1.6,3.30
Carlos Hyde,RB,HOU,@NO,-115,52.50,7.00,22.75,5400,7.5,1.4,3.22
Jordan Reed,TE,WAS,@PHI,-110,45.00,10.00,17.50,5300,7.1,1.3,3.21
Austin Hooper,TE,ATL,@MIN,-110,47.50,4.00,21.75,5500,8.2,1.5,3.05
Dallas Goedert,TE,PHI,WAS,-110,45.00,-10.00,27.50,5000,6.6,1.3,2.93
Greg Olsen,TE,CAR,LAR,-110,50.00,1.50,24.25,5200,7.6,1.5,2.90
Justin Jackson,RB,LAC,IND,-110,44.50,-6.50,25.50,5900,9.4,1.6,2.85
Miles Sanders,RB,PHI,WAS,-110,45.00,-10.00,27.50,6000,7.7,1.3,2.68
Larry Fitzgerald,WR,ARI,DET,-105,46.50,2.50,22.00,5900,9.1,1.5,2.66
Devin Funchess,WR,IND,@LAC,-110,44.50,6.50,19.00,5600,7.7,1.4,2.66
Eric Ebron,TE,IND,@LAC,-110,44.50,6.50,19.00,5900,7.3,1.2,2.64
DK Metcalf,WR,SEA,CIN,-110,44.00,-9.50,26.75,5500,5.6,1.0,2.59
Nyheim Hines,RB,IND,@LAC,-110,44.50,6.50,19.00,5300,8.8,1.7,2.58
Tyler Eifert,TE,CIN,@SEA,-110,44.00,9.50,17.25,5200,6.3,1.2,2.53
Nick Foles,QB,JAX,KC,100,51.50,3.00,24.25,6500,17.0,2.6,2.50
Andy Dalton,QB,CIN,@SEA,-110,44.00,9.50,17.25,6500,16.0,2.5,2.48
Vernon Davis,TE,WAS,@PHI,-110,45.00,10.00,17.50,4000,5.2,1.3,2.35
Chris Thompson,RB,WAS,@PHI,-110,45.00,10.00,17.50,5100,6.7,1.3,2.33
Gerald Everett,TE,LAR,@CAR,-110,50.00,-1.50,25.75,4900,6.6,1.4,2.33
Trey Quinn,WR,WAS,@PHI,-110,45.00,10.00,17.50,4900,5.9,1.2,2.32
Kendrick Bourne,WR,SF,@TB,-110,51.00,1.00,25.00,4500,5.9,1.3,2.32
Jason Witten,TE,DAL,NYG,-105,45.50,-7.50,26.50,4700,5.5,1.2,2.30
Devin Singletary,RB,BUF,@NYJ,-105,40.50,2.50,19.00,5300,8.5,1.6,2.24
Randall Cobb,WR,DAL,NYG,-105,45.50,-7.50,26.50,5000,6.0,1.2,2.24
Kyler Murray,QB,ARI,DET,-105,46.50,2.50,22.00,7300,18.3,2.5,2.23
Ronald Jones,RB,TB,SF,-110,51.00,-1.00,26.00,5600,7.8,1.4,2.23
Marcus Mariota,QB,TEN,@CLE,-110,45.50,5.50,20.00,6500,16.3,2.5,2.21
Jamison Crowder,WR,NYJ,BUF,-115,40.50,-2.50,21.50,5400,9.1,1.7,2.18
Blake Jarwin,TE,DAL,NYG,-105,45.50,-7.50,26.50,4000,5.0,1.3,2.18
Jack Doyle,TE,IND,@LAC,-110,44.50,6.50,19.00,5400,6.3,1.2,2.15
Tony Pollard,RB,DAL,NYG,-105,45.50,-7.50,26.50,5200,6.4,1.2,2.05
Richie James,WR,SF,@TB,-110,51.00,1.00,25.00,4500,5.6,1.2,2.05
Robert Foster,WR,BUF,@NYJ,-105,40.50,2.50,19.00,5700,7.4,1.3,2.00
Cameron Brate,TE,TB,SF,-110,51.00,-1.00,26.00,4800,5.3,1.1,1.91
Chris Conley,WR,JAX,KC,100,51.50,3.00,24.25,4500,5.5,1.2,1.85
