PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
Alvin Kamara,RB,NO,HOU,-105,52.50,-7.00,29.75,8700,20.8,2.4,17.06
Michael Thomas,WR,NO,HOU,-105,52.50,-7.00,29.75,8500,16.1,1.9,12.79
DeAndre Hopkins,WR,HOU,@NO,-115,52.50,7.00,22.75,9000,16.1,1.8,12.69
Chris Carson,RB,SEA,CIN,-110,44.00,-9.50,26.75,6600,15.2,2.3,12.56
Saquon Barkley,RB,NYG,@DAL,-115,45.50,7.50,19.00,9200,21.3,2.3,11.91
JuJu Smith-Schuster,WR,PIT,@NE,-110,49.00,5.50,21.75,8100,15.8,2.0,11.31
Dalvin Cook,RB,MIN,ATL,-110,47.50,-4.00,25.75,7400,16.7,2.3,10.54
Mike Evans,WR,TB,SF,-110,51.00,-1.00,26.00,7900,16.0,2.0,10.23
Adam Thielen,WR,MIN,ATL,-110,47.50,-4.00,25.75,7400,14.7,2.0,9.88
Christian McCaffrey,RB,CAR,LAR,-110,50.00,2.00,24.00,8900,18.9,2.1,9.47
Odell Beckham,WR,CLE,TEN,-110,45.50,-5.50,25.50,8200,15.7,1.9,9.02
James Conner,RB,PIT,@NE,-110,49.00,5.50,21.75,7700,15.8,2.1,8.97
Leonard Fournette,RB,JAX,KC,100,51.50,3.00,24.25,7200,15.5,2.2,8.97
Julio Jones,WR,ATL,@MIN,-110,47.50,4.00,21.75,8500,15.9,1.9,8.63
Nick Chubb,RB,CLE,TEN,-110,45.50,-5.50,25.50,7400,17.4,2.3,8.49
Amari Cooper,WR,DAL,NYG,-105,45.50,-7.50,26.50,7500,14.1,1.9,8.38
Stefon Diggs,WR,MIN,ATL,-110,47.50,-4.00,25.75,7200,13.5,1.9,8.15
Deshaun Watson,QB,HOU,@NO,-115,52.50,7.00,22.75,8500,22.2,2.6,8.00
Tyreek Hill,WR,KC,@JAX,-120,51.50,-3.00,27.25,7600,15.4,2.0,6.98
Joe Mixon,RB,CIN,@SEA,-110,44.00,9.50,17.25,7800,14.9,1.9,6.76
Davante Adams,WR,GB,@CHI,100,46.50,3.00,21.75,8700,15.5,1.8,6.63
Patrick Mahomes,QB,KC,@JAX,-120,51.50,-3.00,27.25,8700,24.3,2.8,6.44
Keenan Allen,WR,LAC,IND,-110,44.50,-6.50,25.50,7700,13.8,1.8,6.43
Duke Johnson,RB,HOU,@NO,-115,52.50,7.00,22.75,6100,12.4,2.0,6.43
Drew Brees,QB,NO,HOU,-105,52.50,-7.00,29.75,8000,20.5,2.6,6.32
Tyler Lockett,WR,SEA,CIN,-110,44.00,-9.50,26.75,6800,11.2,1.7,6.32
Julian Edelman,WR,NE,PIT,-110,49.00,-5.50,27.25,7100,12.8,1.8,6.06
Derrick Henry,RB,TEN,@CLE,-110,45.50,5.50,20.00,6800,12.6,1.9,5.91
Tevin Coleman,RB,SF,@TB,-110,51.00,1.00,25.00,6300,12.2,1.9,5.88
Brandin Cooks,WR,LAR,@CAR,-110,50.00,-2.00,26.00,7000,13.0,1.9,5.76
Tyler Boyd,WR,CIN,@SEA,-110,44.00,9.50,17.25,6900,11.8,1.7,5.75
Austin Ekeler,RB,LAC,IND,-110,44.50,-6.50,25.50,6400,14.3,2.2,5.73
Ezekiel Elliott,RB,DAL,NYG,-105,45.50,-7.50,26.50,9100,13.7,1.5,5.73
Todd Gurley,RB,LAR,@CAR,-110,50.00,-2.00,26.00,7600,16.0,2.1,5.71
Robert Woods,WR,LAR,@CAR,-110,50.00,-2.00,26.00,7000,12.8,1.8,5.53
George Kittle,TE,SF,@TB,-110,51.00,1.00,25.00,7300,13.3,1.8,5.48
David Johnson,RB,ARI,DET,-105,46.50,2.50,22.00,8100,17.3,2.1,5.46
Chris Godwin,WR,TB,SF,-110,51.00,-1.00,26.00,6900,11.9,1.7,5.34
Jameis Winston,QB,TB,SF,-110,51.00,-1.00,26.00,7500,21.4,2.9,5.24
Zach Ertz,TE,PHI,WAS,-110,45.00,-10.00,27.50,7100,12.7,1.8,5.19
Kerryon Johnson,RB,DET,@ARI,-115,46.50,-2.50,24.50,7000,14.7,2.1,5.18
Alshon Jeffery,WR,PHI,WAS,-110,45.00,-10.00,27.50,6700,10.9,1.6,5.02
Carson Wentz,QB,PHI,WAS,-110,45.00,-10.00,27.50,7600,20.3,2.7,4.95
Baker Mayfield,QB,CLE,TEN,-110,45.50,-5.50,25.50,7900,21.5,2.7,4.93
Kenny Golladay,WR,DET,@ARI,-115,46.50,-2.50,24.50,6900,12.6,1.8,4.86
Devonta Freeman,RB,ATL,@MIN,-110,47.50,4.00,21.75,6700,14.3,2.1,4.81
Russell Wilson,QB,SEA,CIN,-110,44.00,-9.50,26.75,8200,20.4,2.5,4.72
Rashaad Penny,RB,SEA,CIN,-110,44.00,-9.50,26.75,5900,9.5,1.6,4.71
D.J. Moore,WR,CAR,LAR,-110,50.00,2.00,24.00,6200,11.3,1.8,4.68
Matt Breida,RB,SF,@TB,-110,51.00,1.00,25.00,5400,10.6,2.0,4.65
Will Fuller,WR,HOU,@NO,-115,52.50,7.00,22.75,6100,9.5,1.6,4.63
Dak Prescott,QB,DAL,NYG,-105,45.50,-7.50,26.50,7500,20.3,2.7,4.61
Travis Kelce,TE,KC,@JAX,-120,51.50,-3.00,27.25,7800,14.0,1.8,4.60
Josh Gordon,WR,NE,PIT,-110,49.00,-5.50,27.25,6300,10.7,1.7,4.58
Dede Westbrook,WR,JAX,KC,100,51.50,3.00,24.25,5900,10.5,1.8,4.53
Michael Gallup,WR,DAL,NYG,-105,45.50,-7.50,26.50,5600,9.9,1.8,4.52
Mike Williams,WR,LAC,IND,-110,44.50,-6.50,25.50,6400,11.3,1.8,4.44
Corey Davis,WR,TEN,@CLE,-110,45.50,5.50,20.00,6200,9.9,1.6,4.26
Ben Roethlisberger,QB,PIT,@NE,-110,49.00,5.50,21.75,7600,19.2,2.5,4.15
Tom Brady,QB,NE,PIT,-110,49.00,-5.50,27.25,7300,19.0,2.6,4.08
James White,RB,NE,PIT,-110,49.00,-5.50,27.25,6300,11.9,1.9,4.06
Donte Moncrief,WR,PIT,@NE,-110,49.00,5.50,21.75,5400,9.1,1.7,4.06
Sterling Shepard,WR,NYG,@DAL,-115,45.50,7.50,19.00,6000,10.6,1.8,4.04
Damien Williams,RB,KC,@JAX,-120,51.50,-3.00,27.25,6900,14.2,2.1,4.02
Jared Cook,TE,NO,HOU,-105,52.50,-7.00,29.75,6000,9.6,1.6,3.94
DeSean Jackson,WR,PHI,WAS,-110,45.00,-10.00,27.50,5600,9.2,1.6,3.91
Jarvis Landry,WR,CLE,TEN,-110,45.50,-5.50,25.50,6300,10.6,1.7,3.85
Dante Pettis,WR,SF,@TB,-110,51.00,1.00,25.00,6500,9.4,1.5,3.81
O.J. Howard,TE,TB,SF,-110,51.00,-1.00,26.00,6500,10.7,1.6,3.78
Kirk Cousins,QB,MIN,ATL,-110,47.50,-4.00,25.75,7400,19.6,2.6,3.74
Jimmy Garoppolo,QB,SF,@TB,-110,51.00,1.00,25.00,7200,19.4,2.7,3.73
Allen Robinson,WR,CHI,GB,-120,46.50,-3.00,24.75,6500,10.4,1.6,3.72
Derrius Guice,RB,WAS,@PHI,-110,45.00,10.00,17.50,5900,9.9,1.7,3.65
Aaron Rodgers,QB,GB,@CHI,100,46.50,3.00,21.75,8200,20.2,2.5,3.61
Jared Goff,QB,LAR,@CAR,-110,50.00,-2.00,26.00,7800,20.4,2.6,3.60
Mitchell Trubisky,QB,CHI,GB,-120,46.50,-3.00,24.75,7200,19.9,2.8,3.60
Hunter Henry,TE,LAC,IND,-110,44.50,-6.50,25.50,6100,10.5,1.7,3.58
Cam Newton,QB,CAR,LAR,-110,50.00,2.00,24.00,7900,20.4,2.6,3.57
Curtis Samuel,WR,CAR,LAR,-110,50.00,2.00,24.00,5900,10.2,1.7,3.55
T.Y. Hilton,WR,IND,@LAC,-110,44.50,6.50,19.00,7700,10.7,1.4,3.54
Le'Veon Bell,RB,NYJ,BUF,-115,40.50,-2.50,21.50,7900,16.5,2.1,3.52
Vance McDonald,TE,PIT,@NE,-110,49.00,5.50,21.75,5600,9.0,1.6,3.46
Matt Ryan,QB,ATL,@MIN,-110,47.50,4.00,21.75,8000,19.0,2.4,3.43
Evan Engram,TE,NYG,@DAL,-115,45.50,7.50,19.00,6400,10.3,1.6,3.43
Nelson Agholor,WR,PHI,WAS,-110,45.00,-10.00,27.50,5000,8.3,1.7,3.37
Latavius Murray,RB,NO,HOU,-105,52.50,-7.00,29.75,5900,9.3,1.6,3.34
Philip Rivers,QB,LAC,IND,-110,44.50,-6.50,25.50,7500,19.0,2.5,3.31
Calvin Ridley,WR,ATL,@MIN,-110,47.50,4.00,21.75,6500,10.5,1.6,3.30
Peyton Barber,RB,TB,SF,-110,51.00,-1.00,26.00,5500,10.3,1.9,3.28
John Ross,WR,CIN,@SEA,-110,44.00,9.50,17.25,5400,8.7,1.6,3.28
Sammy Watkins,WR,KC,@JAX,-120,51.50,-3.00,27.25,6300,10.8,1.7,3.27
Marquise Goodwin,WR,SF,@TB,-110,51.00,1.00,25.00,5400,8.4,1.6,3.25
Deebo Samuel,WR,SF,@TB,-110,51.00,1.00,25.00,5200,8.3,1.6,3.25
Sony Michel,RB,NE,PIT,-110,49.00,-5.50,27.25,6600,11.0,1.7,3.22
Will Dissly,TE,SEA,CIN,-110,44.00,-9.50,26.75,4000,7.0,1.8,3.22
David Montgomery,RB,CHI,GB,-120,46.50,-3.00,24.75,6400,11.2,1.8,3.20
Delanie Walker,TE,TEN,@CLE,-110,45.50,5.50,20.00,5400,8.4,1.6,3.17
Dion Lewis,RB,TEN,@CLE,-110,45.50,5.50,20.00,5600,8.8,1.6,3.16
Tre'Quan Smith,WR,NO,HOU,-105,52.50,-7.00,29.75,5200,7.7,1.5,3.14
Kyle Rudolph,TE,MIN,ATL,-110,47.50,-4.00,25.75,5100,8.3,1.6,3.11
Paul Richardson,WR,WAS,@PHI,-110,45.00,10.00,17.50,4900,7.8,1.6,3.11
Phillip Lindsay,RB,DEN,@OAK,-110,43.00,-2.50,22.75,6600,12.2,1.9,3.10
Tarik Cohen,RB,CHI,GB,-120,46.50,-3.00,24.75,6300,11.3,1.8,3.08
Aaron Jones,RB,GB,@CHI,100,46.50,3.00,21.75,6800,13.5,2.0,3.04
Adam Humphries,WR,TEN,@CLE,-110,45.50,5.50,20.00,5200,8.0,1.5,3.01
Kenny Stills,WR,HOU,@NO,-115,52.50,7.00,22.75,5800,7.7,1.3,3.00
Tyrell Williams,WR,OAK,DEN,-110,43.00,2.50,20.25,5400,10.4,1.9,2.94
David Njoku,TE,CLE,TEN,-110,45.50,-5.50,25.50,5800,9.3,1.6,2.91
Emmanuel Sanders,WR,DEN,@OAK,-110,43.00,-2.50,22.75,5600,10.1,1.8,2.87
Rashard Higgins,WR,CLE,TEN,-110,45.50,-5.50,25.50,4500,8.3,1.8,2.79
Marvin Jones,WR,DET,@ARI,-115,46.50,-2.50,24.50,6100,9.9,1.6,2.77
Jordan Howard,RB,PHI,WAS,-110,45.00,-10.00,27.50,5800,8.9,1.5,2.77
Marlon Mack,RB,IND,@LAC,-110,44.50,6.50,19.00,6900,11.2,1.6,2.71
Anthony Miller,WR,CHI,GB,-120,46.50,-3.00,24.75,5700,8.8,1.5,2.66
Robby Anderson,WR,NYJ,BUF,-115,40.50,-2.50,21.50,6300,11.3,1.8,2.55
Josh Jacobs,RB,OAK,DEN,-110,43.00,2.50,20.25,6500,12.0,1.9,2.54
Cooper Kupp,WR,LAR,@CAR,-110,50.00,-2.00,26.00,6800,9.2,1.4,2.52
Jordan Reed,TE,WAS,@PHI,-110,45.00,10.00,17.50,5300,7.1,1.3,2.52
Christian Kirk,WR,ARI,DET,-105,46.50,2.50,22.00,6000,10.1,1.7,2.46
Mohamed Sanu,WR,ATL,@MIN,-110,47.50,4.00,21.75,5300,8.7,1.7,2.46
Josh Doctson,WR,MIN,ATL,-110,47.50,-4.00,25.75,5000,7.2,1.5,2.43
Ted Ginn,WR,NO,HOU,-105,52.50,-7.00,29.75,5000,6.8,1.4,2.43
Mark Ingram,RB,BAL,@MIA,-110,38.50,-6.50,22.50,6600,12.9,2.0,2.42
Austin Hooper,TE,ATL,@MIN,-110,47.50,4.00,21.75,5500,8.2,1.5,2.38
John Brown,WR,BUF,@NYJ,-105,40.50,2.50,19.00,5500,9.0,1.6,2.37
Carlos Hyde,RB,HOU,@NO,-115,52.50,7.00,22.75,5400,7.5,1.4,2.37
Dallas Goedert,TE,PHI,WAS,-110,45.00,-10.00,27.50,5000,6.6,1.3,2.30
Greg Olsen,TE,CAR,LAR,-110,50.00,2.00,24.00,5200,7.6,1.5,2.27
Andy Dalton,QB,CIN,@SEA,-110,44.00,9.50,17.25,6500,16.0,2.5,2.13
Justin Jackson,RB,LAC,IND,-110,44.50,-6.50,25.50,5900,9.4,1.6,2.09
Eric Ebron,TE,IND,@LAC,-110,44.50,6.50,19.00,5900,7.3,1.2,2.08
Matt LaCosse,TE,NE,PIT,-110,49.00,-5.50,27.25,4500,6.3,1.4,2.03
Courtland Sutton,WR,DEN,@OAK,-110,43.00,-2.50,22.75,5900,9.0,1.5,2.01
Tyler Eifert,TE,CIN,@SEA,-110,44.00,9.50,17.25,5200,6.3,1.2,2.00
Miles Sanders,RB,PHI,WAS,-110,45.00,-10.00,27.50,6000,7.7,1.3,1.97
Nick Foles,QB,JAX,KC,100,51.50,3.00,24.25,6500,17.0,2.6,1.95
Jalen Richard,RB,OAK,DEN,-110,43.00,2.50,20.25,5100,10.0,2.0,1.94
Demaryius Thomas,WR,NE,PIT,-110,49.00,-5.50,27.25,4700,6.8,1.5,1.94
Kyler Murray,QB,ARI,DET,-105,46.50,2.50,22.00,7300,18.3,2.5,1.92
Marcus Mariota,QB,TEN,@CLE,-110,45.50,5.50,20.00,6500,16.3,2.5,1.91
Devin Funchess,WR,IND,@LAC,-110,44.50,6.50,19.00,5600,7.7,1.4,1.90
Larry Fitzgerald,WR,ARI,DET,-105,46.50,2.50,22.00,5900,9.1,1.5,1.89
Nyheim Hines,RB,IND,@LAC,-110,44.50,6.50,19.00,5300,8.8,1.7,1.89
Vernon Davis,TE,WAS,@PHI,-110,45.00,10.00,17.50,4000,5.2,1.3,1.86
DK Metcalf,WR,SEA,CIN,-110,44.00,-9.50,26.75,5500,5.6,1.0,1.85
Gerald Everett,TE,LAR,@CAR,-110,50.00,-2.00,26.00,4900,6.6,1.4,1.83
Jason Witten,TE,DAL,NYG,-105,45.50,-7.50,26.50,4700,5.5,1.2,1.82
Jimmy Graham,TE,GB,@CHI,100,46.50,3.00,21.75,5100,7.2,1.4,1.78
Darren Waller,TE,OAK,DEN,-110,43.00,2.50,20.25,4800,7.4,1.5,1.77
Royce Freeman,RB,DEN,@OAK,-110,43.00,-2.50,22.75,5900,9.4,1.6,1.73
Hunter Renfrow,WR,OAK,DEN,-110,43.00,2.50,20.25,4500,8.1,1.8,1.72
Blake Jarwin,TE,DAL,NYG,-105,45.50,-7.50,26.50,4000,5.0,1.3,1.72
Chris Thompson,RB,WAS,@PHI,-110,45.00,10.00,17.50,5100,6.7,1.3,1.71
Jack Doyle,TE,IND,@LAC,-110,44.50,6.50,19.00,5400,6.3,1.2,1.70
Kendrick Bourne,WR,SF,@TB,-110,51.00,1.00,25.00,4500,5.9,1.3,1.70
Trey Quinn,WR,WAS,@PHI,-110,45.00,10.00,17.50,4900,5.9,1.2,1.68
Taylor Gabriel,WR,CHI,GB,-120,46.50,-3.00,24.75,5100,7.0,1.4,1.67
Devin Singletary,RB,BUF,@NYJ,-105,40.50,2.50,19.00,5300,8.5,1.6,1.64
Ronald Jones,RB,TB,SF,-110,51.00,-1.00,26.00,5600,7.8,1.4,1.63
Randall Cobb,WR,DAL,NYG,-105,45.50,-7.50,26.50,5000,6.0,1.2,1.62
Jamison Crowder,WR,NYJ,BUF,-115,40.50,-2.50,21.50,5400,9.1,1.7,1.56
Josh Allen,QB,BUF,@NYJ,-105,40.50,2.50,19.00,6900,17.7,2.6,1.55
Phillip Dorsett,WR,NE,PIT,-110,49.00,-5.50,27.25,4900,6.3,1.3,1.55
Cameron Brate,TE,TB,SF,-110,51.00,-1.00,26.00,4800,5.3,1.1,1.52
Tony Pollard,RB,DAL,NYG,-105,45.50,-7.50,26.50,5200,6.4,1.2,1.50
Richie James,WR,SF,@TB,-110,51.00,1.00,25.00,4500,5.6,1.2,1.50
Jordan Akins,TE,HOU,@NO,-115,52.50,7.00,22.75,4100,4.1,1.0,1.50
Robert Foster,WR,BUF,@NYJ,-105,40.50,2.50,19.00,5700,7.4,1.3,1.42
Geronimo Allison,WR,GB,@CHI,100,46.50,3.00,21.75,5500,7.8,1.4,1.41
Lamar Jackson,QB,BAL,@MIA,-110,38.50,-6.50,22.50,7400,20.2,2.7,1.40
T.J. Hockenson,TE,DET,@ARI,-115,46.50,-2.50,24.50,4900,5.8,1.2,1.40
Jaylen Samuels,RB,PIT,@NE,-110,49.00,5.50,21.75,5400,6.1,1.1,1.39
Mark Andrews,TE,BAL,@MIA,-110,38.50,-6.50,22.50,5400,7.3,1.4,1.36
Chris Conley,WR,JAX,KC,100,51.50,3.00,24.25,4500,5.5,1.2,1.35
Geoff Swaim,TE,JAX,KC,100,51.50,3.00,24.25,4500,4.4,1.0,1.35
Sam Darnold,QB,NYJ,BUF,-115,40.50,-2.50,21.50,6700,16.9,2.5,1.34
A.J. Brown,WR,TEN,@CLE,-110,45.50,5.50,20.00,5100,5.3,1.1,1.32
Breshad Perriman,WR,TB,SF,-110,51.00,-1.00,26.00,4800,5.9,1.2,1.30
Adam Shaheen,TE,CHI,GB,-120,46.50,-3.00,24.75,4000,4.7,1.2,1.30
