PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
Randall Cobb,WR,DAL,NYG,-105,45.50,-7.50,26.50,5000,6.0,1.2,1.73
Devin Singletary,RB,BUF,@NYJ,-105,40.50,2.50,19.00,5300,8.5,1.6,1.71
Ronald Jones,RB,TB,SF,-110,51.00,-1.00,26.00,5600,7.8,1.4,1.71
Josh Allen,QB,BUF,@NYJ,-105,40.50,2.50,19.00,6900,17.7,2.6,1.68
Jamison Crowder,WR,NYJ,BUF,-115,40.50,-2.50,21.50,5400,9.1,1.7,1.67
Richie James,WR,SF,@TB,-110,51.00,1.00,25.00,4500,5.6,1.2,1.61
Cameron Brate,TE,TB,SF,-110,51.00,-1.00,26.00,4800,5.3,1.1,1.59
Phillip Dorsett,WR,NE,PIT,-110,49.00,-5.50,27.25,4900,6.3,1.3,1.58
Tony Pollard,RB,DAL,NYG,-105,45.50,-7.50,26.50,5200,6.4,1.2,1.57
Jordan Akins,TE,HOU,@NO,-115,52.50,7.00,22.75,4100,4.1,1.0,1.57
Robert Foster,WR,BUF,@NYJ,-105,40.50,2.50,19.00,5700,7.4,1.3,1.52
Lamar Jackson,QB,BAL,@MIA,-110,38.50,-6.50,22.50,7400,20.2,2.7,1.51
T.J. Hockenson,TE,DET,@ARI,-115,46.50,-2.50,24.50,4900,5.8,1.2,1.46
Sam Darnold,QB,NYJ,BUF,-115,40.50,-2.50,21.50,6700,16.9,2.5,1.45
Chris Conley,WR,JAX,KC,100,51.50,3.00,24.25,4500,5.5,1.2,1.44
Mark Andrews,TE,BAL,@MIA,-110,38.50,-6.50,22.50,5400,7.3,1.4,1.42
A.J. Brown,WR,TEN,@CLE,-110,45.50,5.50,20.00,5100,5.3,1.1,1.41
Geoff Swaim,TE,JAX,KC,100,51.50,3.00,24.25,4500,4.4,1.0,1.41
Jaylen Samuels,RB,PIT,@NE,-110,49.00,5.50,21.75,5400,6.1,1.1,1.40
Breshad Perriman,WR,TB,SF,-110,51.00,-1.00,26.00,4800,5.9,1.2,1.38
Matthew Stafford,QB,DET,@ARI,-115,46.50,-2.50,24.50,6600,16.3,2.5,1.35
Ryan Grant,WR,OAK,DEN,-110,43.00,2.50,20.25,4500,7.3,1.6,1.35
Darrell Henderson,RB,LAR,@CAR,-110,50.00,-2.00,26.00,5400,7.6,1.4,1.31
Noah Fant,TE,DEN,@OAK,-110,43.00,-2.50,22.75,4900,5.7,1.2,1.31
Keelan Cole,WR,JAX,KC,100,51.50,3.00,24.25,4700,5.2,1.1,1.27
D.J. Chark,WR,JAX,KC,100,51.50,3.00,24.25,4900,5.2,1.1,1.23
Travis Benjamin,WR,LAC,IND,-110,44.50,-6.50,25.50,4900,5.9,1.2,1.22
Jesse James,TE,DET,@ARI,-115,46.50,-2.50,24.50,4000,4.9,1.2,1.22
C.J. Uzomah,TE,CIN,@SEA,-110,44.00,9.50,17.25,4300,3.9,0.9,1.21
Nick Vannett,TE,SEA,CIN,-110,44.00,-9.50,26.75,4800,2.9,0.6,1.17
C.J. Anderson,RB,DET,@ARI,-115,46.50,-2.50,24.50,5300,7.4,1.4,1.16
James Washington,WR,PIT,@NE,-110,49.00,5.50,21.75,5500,4.9,0.9,1.16
Giovani Bernard,RB,CIN,@SEA,-110,44.00,9.50,17.25,5200,5.9,1.1,1.15
Damion Willis,WR,CIN,@SEA,-110,44.00,9.50,17.25,4500,5.0,1.1,1.15
Zay Jones,WR,BUF,@NYJ,-105,40.50,2.50,19.00,5000,6.5,1.3,1.13
Eli Manning,QB,NYG,@DAL,-115,45.50,7.50,19.00,6400,13.0,2.0,1.11
Jacoby Brissett,QB,IND,@LAC,-110,44.50,6.50,19.00,6000,14.0,2.3,1.10
Quincy Enunwa,WR,NYJ,BUF,-115,40.50,-2.50,21.50,5200,7.8,1.5,1.09
Josh Hill,TE,NO,HOU,-105,52.50,-7.00,29.75,4000,3.0,0.8,1.09
Terry McLaurin,WR,WAS,@PHI,-110,45.00,10.00,17.50,4500,4.4,1.0,1.05
Ryan Switzer,WR,PIT,@NE,-110,49.00,5.50,21.75,4500,4.5,1.0,1.04
DaeSean Hamilton,WR,DEN,@OAK,-110,43.00,-2.50,22.75,5600,6.6,1.2,1.02
Danny Amendola,WR,DET,@ARI,-115,46.50,-2.50,24.50,4900,6.1,1.2,1.01
Jonnu Smith,TE,TEN,@CLE,-110,45.50,5.50,20.00,4000,3.1,0.8,1.01
Dare Ogunbowale,RB,TB,SF,-110,51.00,-1.00,26.00,4500,5.6,1.3,0.98
Ito Smith,RB,ATL,@MIN,-110,47.50,4.00,21.75,5400,7.0,1.3,0.94
Cody Latimer,WR,NYG,@DAL,-115,45.50,7.50,19.00,5500,5.2,0.9,0.93
Derek Carr,QB,OAK,DEN,-110,43.00,2.50,20.25,6600,15.8,2.4,0.92
Irv Smith Jr.,TE,MIN,ATL,-110,47.50,-4.00,25.75,4000,2.8,0.7,0.91
Marqise Lee,WR,JAX,KC,100,51.50,3.00,24.25,5000,4.4,0.9,0.90
Ross Dwelley,TE,SF,@TB,-110,51.00,1.00,25.00,4000,2.7,0.7,0.89
Ian Thomas,TE,CAR,LAR,-110,50.00,2.00,24.00,4600,3.6,0.8,0.88
Frank Gore,RB,BUF,@NYJ,-105,40.50,2.50,19.00,4900,6.3,1.3,0.86
Josh Reynolds,WR,LAR,@CAR,-110,50.00,-2.00,26.00,4900,5.3,1.1,0.86
Jarius Wright,WR,CAR,LAR,-110,50.00,2.00,24.00,4700,5.1,1.1,0.86
Anthony Firkser,TE,TEN,@CLE,-110,45.50,5.50,20.00,4000,2.6,0.6,0.84
Joe Flacco,QB,DEN,@OAK,-110,43.00,-2.50,22.75,6400,15.3,2.4,0.82
Marquise Brown,WR,BAL,@MIA,-110,38.50,-6.50,22.50,5000,7.2,1.4,0.82
Jerell Adams,TE,HOU,@NO,-115,52.50,7.00,22.75,4000,2.0,0.5,0.78
Chad Beebe,WR,MIN,ATL,-110,47.50,-4.00,25.75,4800,3.9,0.8,0.77
Tyler Higbee,TE,LAR,@CAR,-110,50.00,-2.00,26.00,4000,3.3,0.8,0.77
James O'Shaughnessy,TE,JAX,KC,100,51.50,3.00,24.25,4000,2.4,0.6,0.74
LeSean McCoy,RB,KC,@JAX,-120,51.50,-3.00,27.25,5800,6.8,1.2,0.69
Hayden Hurst,TE,BAL,@MIA,-110,38.50,-6.50,22.50,4400,4.6,1.0,0.68
Adrian Peterson,RB,WAS,@PHI,-110,45.00,10.00,17.50,5600,3.7,0.7,0.68
Mecole Hardman,WR,KC,@JAX,-120,51.50,-3.00,27.25,5100,5.3,1.0,0.67
Rex Burkhead,RB,NE,PIT,-110,49.00,-5.50,27.25,4800,4.9,1.0,0.66
Charles Clay,TE,ARI,DET,-105,46.50,2.50,22.00,4200,3.7,0.9,0.66
Virgil Green,TE,LAC,IND,-110,44.50,-6.50,25.50,4000,2.7,0.7,0.66
Ryan Griffin,TE,NYJ,BUF,-115,40.50,-2.50,21.50,4000,4.2,1.1,0.65
Demarcus Robinson,WR,KC,@JAX,-120,51.50,-3.00,27.25,4800,5.1,1.1,0.64
Malcolm Brown,RB,LAR,@CAR,-110,50.00,-2.00,26.00,4900,5.1,1.0,0.59
Dawson Knox,TE,BUF,@NYJ,-105,40.50,2.50,19.00,4600,2.9,0.6,0.59
Rhett Ellison,TE,NYG,@DAL,-115,45.50,7.50,19.00,4000,2.3,0.6,0.59
Alexander Mattison,RB,MIN,ATL,-110,47.50,-4.00,25.75,4900,3.4,0.7,0.58
Demetrius Harris,TE,CLE,TEN,-110,45.50,-5.50,25.50,4000,2.4,0.6,0.58
Keith Kirkwood,WR,NO,HOU,-105,52.50,-7.00,29.75,4600,2.7,0.6,0.57
Jakobi Meyers,WR,NE,PIT,-110,49.00,-5.50,27.25,4500,3.7,0.8,0.56
Darren Fells,TE,HOU,@NO,-115,52.50,7.00,22.75,4000,1.1,0.3,0.54
Willie Snead,WR,BAL,@MIA,-110,38.50,-6.50,22.50,4800,6.1,1.3,0.53
Cole Beasley,WR,BUF,@NYJ,-105,40.50,2.50,19.00,4800,4.5,0.9,0.53
Chris Hogan,WR,CAR,LAR,-110,50.00,2.00,24.00,4600,4.1,0.9,0.53
Jeff Heuerman,TE,DEN,@OAK,-110,43.00,-2.50,22.75,4200,2.9,0.7,0.53
Taywan Taylor,WR,CLE,TEN,-110,45.50,-5.50,25.50,4500,3.9,0.9,0.52
Ryan Fitzpatrick,QB,MIA,BAL,-110,38.50,6.50,16.00,6200,16.2,2.6,0.51
C.J. Prosise,RB,SEA,CIN,-110,44.00,-9.50,26.75,4500,1.8,0.4,0.51
Tim Patrick,WR,DEN,@OAK,-110,43.00,-2.50,22.75,4500,4.7,1.0,0.50
Ryquell Armstead,RB,JAX,KC,100,51.50,3.00,24.25,4500,3.0,0.7,0.50
Mo Alie-Cox,TE,IND,@LAC,-110,44.50,6.50,19.00,4000,2.1,0.5,0.50
Xavier Grimble,TE,PIT,@NE,-110,49.00,5.50,21.75,4000,1.3,0.3,0.50
Dalton Schultz,TE,DAL,NYG,-105,45.50,-7.50,26.50,4000,1.3,0.3,0.49
Gary Jennings,WR,SEA,CIN,-110,44.00,-9.50,26.75,4500,2.1,0.5,0.48
Levine Toilolo,TE,SF,@TB,-110,51.00,1.00,25.00,4000,1.2,0.3,0.48
Kyle Juszczyk,RB,SF,@TB,-110,51.00,1.00,25.00,4600,2.8,0.6,0.47
Tyler Conklin,TE,MIN,ATL,-110,47.50,-4.00,25.75,4000,1.3,0.3,0.47
Josh Oliver,TE,JAX,KC,100,51.50,3.00,24.25,4500,1.2,0.3,0.47
T.J. Yeldon,RB,BUF,@NYJ,-105,40.50,2.50,19.00,4600,4.6,1.0,0.46
John Ursua,WR,SEA,CIN,-110,44.00,-9.50,26.75,4500,2.0,0.4,0.46
Jeremy Sprinkle,TE,WAS,@PHI,-110,45.00,10.00,17.50,4000,1.1,0.3,0.46
Diontae Johnson,WR,PIT,@NE,-110,49.00,5.50,21.75,4500,2.7,0.6,0.45
Mike Gesicki,TE,MIA,BAL,-110,38.50,6.50,16.00,4900,5.0,1.0,0.41
J.J. Nelson,WR,OAK,DEN,-110,43.00,2.50,20.25,4500,4.7,1.0,0.41
Drew Sample,TE,CIN,@SEA,-110,44.00,9.50,17.25,4000,1.1,0.3,0.40
Case Keenum,QB,WAS,@PHI,-110,45.00,10.00,17.50,6200,9.0,1.5,0.39
Darren Sproles,RB,PHI,WAS,-110,45.00,-10.00,27.50,4600,2.6,0.6,0.39
Maxx Williams,TE,ARI,DET,-105,46.50,2.50,22.00,4100,2.5,0.6,0.39
Tajae Sharpe,WR,TEN,@CLE,-110,45.50,5.50,20.00,4500,2.3,0.5,0.38
Logan Paulsen,TE,HOU,@NO,-115,52.50,7.00,22.75,4000,0.4,0.1,0.38
Miles Boykin,WR,BAL,@MIA,-110,38.50,-6.50,22.50,4500,5.3,1.2,0.37
Ryan Izzo,TE,NE,PIT,-110,49.00,-5.50,27.25,4000,1.2,0.3,0.37
Kaden Smith,TE,SF,@TB,-110,51.00,1.00,25.00,4000,0.7,0.2,0.37
DeVante Parker,WR,MIA,BAL,-110,38.50,6.50,16.00,5300,7.4,1.4,0.36
Trent Sherfield,WR,ARI,DET,-105,46.50,2.50,22.00,4500,4.3,1.0,0.36
Tyler Kroft,TE,BUF,@NYJ,-105,40.50,2.50,19.00,4300,1.8,0.4,0.36
Jaron Brown,WR,SEA,CIN,-110,44.00,-9.50,26.75,4500,1.5,0.3,0.36
Deon Yelder,TE,KC,@JAX,-120,51.50,-3.00,27.25,4000,1.9,0.5,0.35
MyCole Pruitt,TE,TEN,@CLE,-110,45.50,5.50,20.00,4000,0.6,0.1,0.35
J.J. Arcega-Whiteside,WR,PHI,WAS,-110,45.00,-10.00,27.50,4800,2.1,0.4,0.34
DeAndre Carter,WR,HOU,@NO,-115,52.50,7.00,22.75,4500,1.6,0.4,0.33
Kenyan Drake,RB,MIA,BAL,-110,38.50,6.50,16.00,6000,9.5,1.6,0.32
Tanner Hudson,TE,TB,SF,-110,51.00,-1.00,26.00,4000,0.9,0.2,0.32
Ty Montgomery,RB,NYJ,BUF,-115,40.50,-2.50,21.50,4900,6.3,1.3,0.31
KeeSean Johnson,WR,ARI,DET,-105,46.50,2.50,22.00,4900,4.1,0.8,0.31
Tavon Austin,WR,DAL,NYG,-105,45.50,-7.50,26.50,4500,2.1,0.5,0.31
Raheem Mostert,RB,SF,@TB,-110,51.00,1.00,25.00,4500,1.9,0.4,0.31
Chester Rogers,WR,IND,@LAC,-110,44.50,6.50,19.00,4700,2.9,0.6,0.30
Austin Carr,WR,NO,HOU,-105,52.50,-7.00,29.75,4500,1.5,0.3,0.28
Ricky Seals-Jones,TE,CLE,TEN,-110,45.50,-5.50,25.50,4700,0.7,0.2,0.28
Dontrell Hilliard,RB,CLE,TEN,-110,45.50,-5.50,25.50,4800,3.2,0.7,0.27
Wendell Smallwood,RB,WAS,@PHI,-110,45.00,10.00,17.50,4700,1.7,0.4,0.27
Jaeden Graham,TE,ATL,@MIN,-110,47.50,4.00,21.75,4000,1.1,0.3,0.27
Zach Gentry,TE,PIT,@NE,-110,49.00,5.50,21.75,4000,0.1,0.0,0.27
Damien Harris,RB,NE,PIT,-110,49.00,-5.50,27.25,5400,2.6,0.5,0.26
Corey Clement,RB,PHI,WAS,-110,45.00,-10.00,27.50,4500,1.8,0.4,0.26
Albert Wilson,WR,MIA,BAL,-110,38.50,6.50,16.00,5000,6.6,1.3,0.25
Parris Campbell,WR,IND,@LAC,-110,44.50,6.50,19.00,5000,2.5,0.5,0.25
Robert Davis,WR,WAS,@PHI,-110,45.00,10.00,17.50,4500,1.5,0.3,0.25
D'Ernest Johnson,RB,CLE,TEN,-110,45.50,-5.50,25.50,4500,2.9,0.6,0.23
Mike Boone,RB,MIN,ATL,-110,47.50,-4.00,25.75,4500,1.4,0.3,0.23
Alfred Morris,RB,DAL,NYG,-105,45.50,-7.50,26.50,5400,1.2,0.2,0.23
Alex Erickson,WR,CIN,@SEA,-110,44.00,9.50,17.25,4500,2.0,0.4,0.22
Dwayne Washington,RB,NO,HOU,-105,52.50,-7.00,29.75,4500,1.2,0.3,0.22
Darwin Thompson,RB,KC,@JAX,-120,51.50,-3.00,27.25,4500,3.7,0.8,0.20
Dontrelle Inman,WR,LAC,IND,-110,44.50,-6.50,25.50,4500,2.2,0.5,0.20
Deonte Harris,WR,NO,HOU,-105,52.50,-7.00,29.75,4500,0.9,0.2,0.20
Jordan Wilkins,RB,IND,@LAC,-110,44.50,6.50,19.00,4600,2.6,0.6,0.19
Foster Moreau,TE,OAK,DEN,-110,43.00,2.50,20.25,4000,1.3,0.3,0.19
Devin Smith,WR,DAL,NYG,-105,45.50,-7.50,26.50,4500,1.2,0.3,0.19
Benny Snell,RB,PIT,@NE,-110,49.00,5.50,21.75,4500,1.2,0.3,0.19
Wayne Gallman,RB,NYG,@DAL,-115,45.50,7.50,19.00,4500,2.3,0.5,0.18
Deon Cain,WR,IND,@LAC,-110,44.50,6.50,19.00,4500,2.1,0.5,0.18
Justin Watson,WR,TB,SF,-110,51.00,-1.00,26.00,4500,1.7,0.4,0.18
Mack Hollins,WR,PHI,WAS,-110,45.00,-10.00,27.50,4500,1.2,0.3,0.18
Devine Ozigbo,RB,JAX,KC,100,51.50,3.00,24.25,4500,1.0,0.2,0.18
Taiwan Jones,RB,HOU,@NO,-115,52.50,7.00,22.75,4500,0.6,0.1,0.18
Luke Stocker,TE,ATL,@MIN,-110,47.50,4.00,21.75,4000,0.5,0.1,0.18
Andy Isabella,WR,ARI,DET,-105,46.50,2.50,22.00,4600,3.1,0.7,0.17
Gus Edwards,RB,BAL,@MIA,-110,38.50,-6.50,22.50,4800,4.2,0.9,0.16
Jordan Scarlett,RB,CAR,LAR,-110,50.00,2.00,24.00,4700,2.1,0.4,0.16
Nick Boyle,TE,BAL,@MIA,-110,38.50,-6.50,22.50,4000,1.8,0.4,0.16
Troy Fumagalli,TE,DEN,@OAK,-110,43.00,-2.50,22.75,4000,0.8,0.2,0.16
Blake Bell,TE,KC,@JAX,-120,51.50,-3.00,27.25,4000,0.6,0.2,0.16
Jakeem Grant,WR,MIA,BAL,-110,38.50,6.50,16.00,4500,5.6,1.2,0.15
Chase Edmonds,RB,ARI,DET,-105,46.50,2.50,22.00,5100,3.5,0.7,0.15
Ameer Abdullah,RB,MIN,ATL,-110,47.50,-4.00,25.75,4500,0.6,0.1,0.15
David Fluellen,RB,TEN,@CLE,-110,45.50,5.50,20.00,4500,0.4,0.1,0.15
Dalyn Dawkins,RB,TEN,@CLE,-110,45.50,5.50,20.00,4500,0.3,0.1,0.15
Kalen Ballage,RB,MIA,BAL,-110,38.50,6.50,16.00,5700,7.5,1.3,0.14
Justice Hill,RB,BAL,@MIA,-110,38.50,-6.50,22.50,5000,4.0,0.8,0.14
Russell Gage,WR,ATL,@MIN,-110,47.50,4.00,21.75,4500,1.9,0.4,0.14
Reggie Bonnafon,RB,CAR,LAR,-110,50.00,2.00,24.00,4500,1.8,0.4,0.14
Darius Slayton,WR,NYG,@DAL,-115,45.50,7.50,19.00,4500,1.6,0.3,0.14
DeAndre Washington,RB,OAK,DEN,-110,43.00,2.50,20.25,4500,3.0,0.7,0.13
Seth Roberts,WR,BAL,@MIA,-110,38.50,-6.50,22.50,4500,3.5,0.8,0.12
Troymaine Pope,RB,LAC,IND,-110,44.50,-6.50,25.50,4500,1.6,0.4,0.12
Bobo Wilson,WR,TB,SF,-110,51.00,-1.00,26.00,4500,1.2,0.3,0.12
Darius Jennings,WR,TEN,@CLE,-110,45.50,5.50,20.00,4500,0.5,0.1,0.12
Steven Sims,WR,WAS,@PHI,-110,45.00,10.00,17.50,4500,0.4,0.1,0.12
Kelvin Harmon,WR,WAS,@PHI,-110,45.00,10.00,17.50,4500,0.4,0.1,0.12
Chris Moore,WR,BAL,@MIA,-110,38.50,-6.50,22.50,5100,3.4,0.7,0.11
Devontae Booker,RB,DEN,@OAK,-110,43.00,-2.50,22.75,4500,2.2,0.5,0.11
J.D. McKissic,RB,DET,@ARI,-115,46.50,-2.50,24.50,4500,2.0,0.4,0.11
Geremy Davis,WR,LAC,IND,-110,44.50,-6.50,25.50,4500,1.4,0.3,0.11
Damion Ratley,WR,CLE,TEN,-110,45.50,-5.50,25.50,4500,1.3,0.3,0.11
T.J. Logan,RB,TB,SF,-110,51.00,-1.00,26.00,4500,0.9,0.2,0.10
Trayveon Williams,RB,CIN,@SEA,-110,44.00,9.50,17.25,4500,0.4,0.1,0.10
Qadree Ollison,RB,ATL,@MIN,-110,47.50,4.00,21.75,4700,1.8,0.4,0.09
Justin Hardy,WR,ATL,@MIN,-110,47.50,4.00,21.75,4500,1.3,0.3,0.08
Zach Pascal,WR,IND,@LAC,-110,44.50,6.50,19.00,4500,1.0,0.2,0.08
KhaDarel Hodge,WR,CLE,TEN,-110,45.50,-5.50,25.50,4500,0.9,0.2,0.08
James Develin,RB,NE,PIT,-110,49.00,-5.50,27.25,4500,0.8,0.2,0.08
Bennie Fowler,WR,NYG,@DAL,-115,45.50,7.50,19.00,4500,0.8,0.2,0.08
Samaje Perine,RB,CIN,@SEA,-110,44.00,9.50,17.25,4500,0.2,0.0,0.08
Chris Lacy,WR,DET,@ARI,-115,46.50,-2.50,24.50,4500,1.4,0.3,0.07
Mike Thomas,WR,LAR,@CAR,-110,50.00,-2.00,26.00,4500,0.9,0.2,0.07
Scott Miller,WR,TB,SF,-110,51.00,-1.00,26.00,4500,0.5,0.1,0.07
Trevon Wesco,TE,NYJ,BUF,-115,40.50,-2.50,21.50,4500,0.4,0.1,0.07
Michael Crabtree,WR,ARI,DET,-105,46.50,2.50,22.00,4600,1.7,0.4,0.06
Isaiah McKenzie,WR,BUF,@NYJ,-105,40.50,2.50,19.00,4500,1.0,0.2,0.06
Olamide Zaccheaus,WR,ATL,@MIN,-110,47.50,4.00,21.75,4500,0.8,0.2,0.06
Nsimba Webster,WR,LAR,@CAR,-110,50.00,-2.00,26.00,4500,0.7,0.2,0.06
Russell Shepard,WR,NYG,@DAL,-115,45.50,7.50,19.00,4500,0.5,0.1,0.06
Paul Perkins,RB,NYG,@DAL,-115,45.50,7.50,19.00,4700,0.4,0.1,0.06
Cody Core,WR,NYG,@DAL,-115,45.50,7.50,19.00,4800,0.2,0.1,0.06
Travis Fulgham,WR,DET,@ARI,-115,46.50,-2.50,24.50,4500,1.1,0.2,0.05
Brian Hill,RB,ATL,@MIN,-110,47.50,4.00,21.75,4500,1.0,0.2,0.05
Ty Johnson,RB,DET,@ARI,-115,46.50,-2.50,24.50,4500,0.7,0.2,0.05
Andre Roberts,WR,BUF,@NYJ,-105,40.50,2.50,19.00,4500,1.0,0.2,0.04
Byron Pringle,WR,KC,@JAX,-120,51.50,-3.00,27.25,4500,0.9,0.2,0.04
Kenjon Barner,RB,ATL,@MIN,-110,47.50,4.00,21.75,4500,0.6,0.1,0.04
Trenton Cannon,RB,NYJ,BUF,-115,40.50,-2.50,21.50,4600,2.2,0.5,0.03
Taysom Hill,QB,NO,HOU,-105,52.50,-7.00,29.75,6100,2.1,0.3,0.03
Josh Bellamy,WR,NYJ,BUF,-115,40.50,-2.50,21.50,4500,1.6,0.4,0.03
Darrel Williams,RB,KC,@JAX,-120,51.50,-3.00,27.25,4800,0.5,0.1,0.03
Allen Hurns,WR,MIA,BAL,-110,38.50,6.50,16.00,4500,3.1,0.7,0.02
